date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:16:17	287/287	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Apr%202024%2010:46:16%20GMT	http://integrio.wgl-demo.net/wp-content/cache/wpfc-minified/897ynhgm/bpurw.css	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/cache/wpfc-minified/897ynhgm/bpurw.css	(from https://integrio.wgl-demo.net/home-4/)
16:16:21	13577/13577	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:52:14%20GMT	https://integrio.wgl-demo.net/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://integrio.wgl-demo.net/home-4/)
16:16:21	87553/87553	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:52:14%20GMT	https://integrio.wgl-demo.net/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-includes/js/jquery/jquery.minf43b.js	(from https://integrio.wgl-demo.net/home-4/)
16:16:28	165339/165339	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:57:52%20GMT	https://integrio.wgl-demo.net/wp-content/plugins/revslider/public/assets/js/rbtools.min.js?ver=6.6.20	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/plugins/revslider/public/assets/js/rbtools.minec8f.js	(from https://integrio.wgl-demo.net/home-4/)
16:16:29	9636/9636	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:57:54%20GMT	https://integrio.wgl-demo.net/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.8.5.2	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min2bc8.js	(from https://integrio.wgl-demo.net/home-4/)
16:16:29	3037/3037	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:57:54%20GMT	https://integrio.wgl-demo.net/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=8.5.2	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min8833.js	(from https://integrio.wgl-demo.net/home-4/)
16:16:29	1845/1845	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:57:54%20GMT	https://integrio.wgl-demo.net/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.8.5.2	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min0c4a.js	(from https://integrio.wgl-demo.net/home-4/)
16:16:30	2139/2139	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:57:54%20GMT	https://integrio.wgl-demo.net/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=8.5.2	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min8833.js	(from https://integrio.wgl-demo.net/home-4/)
16:16:31	992/992	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:57:50%20GMT	https://integrio.wgl-demo.net/wp-content/plugins/js_composer/assets/js/vendors/woocommerce-add-to-cart.js?ver=7.4	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/plugins/js_composer/assets/js/vendors/woocommerce-add-to-cart19c5.js	(from https://integrio.wgl-demo.net/home-4/)
16:16:32	13059/13059	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:57:26%20GMT	https://integrio.wgl-demo.net/wp-content/themes/integrio/js/swipebox/js/jquery.swipebox.min.js?ver=6.4.3	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/themes/integrio/js/swipebox/js/jquery.swipebox.min84fc.js	(from https://integrio.wgl-demo.net/home-4/)
16:16:32	474053/474053	---M--	200	added ('OK')	text/css	date:Tue,%2030%20Jan%202024%2016:02:10%20GMT	https://integrio.wgl-demo.net/wp-content/cache/wpfc-minified/897ynhgm/bpurw.css	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/cache/wpfc-minified/897ynhgm/bpurw.css	(from https://integrio.wgl-demo.net/home-4/)
16:16:32	1099/1099	---M--	200	added ('OK')	image/png	date:Fri,%2017%20May%202019%2011:58:05%20GMT	https://integrio.wgl-demo.net/wp-content/uploads/2019/05/cropped-favicon-32x32.png	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/uploads/2019/05/cropped-favicon-32x32.png	(from https://integrio.wgl-demo.net/home-4/)
16:16:33	4566/4566	---M--	200	added ('OK')	image/png	date:Fri,%2017%20May%202019%2011:58:05%20GMT	https://integrio.wgl-demo.net/wp-content/uploads/2019/05/cropped-favicon-192x192.png	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/uploads/2019/05/cropped-favicon-192x192.png	(from https://integrio.wgl-demo.net/home-4/)
16:16:33	4345/4345	---M--	200	added ('OK')	image/png	date:Fri,%2017%20May%202019%2011:58:05%20GMT	https://integrio.wgl-demo.net/wp-content/uploads/2019/05/cropped-favicon-180x180.png	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/uploads/2019/05/cropped-favicon-180x180.png	(from https://integrio.wgl-demo.net/home-4/)
16:16:35	304/304	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Apr%202024%2010:46:33%20GMT	http://integrio.wgl-demo.net/wp-content/uploads/2019/05/integrio_services_layers_3_1.png?id=290	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/uploads/2019/05/integrio_services_layers_3_1.1bdc59.delayed	(from https://integrio.wgl-demo.net/home-4/)
16:16:35	490054/490054	---M--	200	added ('OK')	text/css	date:Tue,%2030%20Jan%202024%2016:02:10%20GMT	https://integrio.wgl-demo.net/wp-content/cache/wpfc-minified/ml917vel/bpurw.css	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/cache/wpfc-minified/ml917vel/bpurw.css	(from https://integrio.wgl-demo.net/home-4/)
16:16:35	410361/410361	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:57:52%20GMT	https://integrio.wgl-demo.net/wp-content/plugins/revslider/public/assets/js/rs6.min.js?ver=6.6.20	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/plugins/revslider/public/assets/js/rs6.minec8f.js	(from https://integrio.wgl-demo.net/home-4/)
16:16:35	7920/7920	---M--	200	added ('OK')	image/png	date:Sat,%2004%20May%202019%2011:30:12%20GMT	https://integrio.wgl-demo.net/wp-content/uploads/2019/05/integrio_services_layers_3_1.png?id=290	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/uploads/2019/05/integrio_services_layers_3_1dc59.png	(from https://integrio.wgl-demo.net/home-4/)
16:16:36	3448/3448	---M--	200	added ('OK')	image/png	date:Fri,%2003%20May%202019%2013:46:38%20GMT	https://integrio.wgl-demo.net/wp-content/uploads/2019/05/logo_01-2.png	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/uploads/2019/05/logo_01-2.png	(from https://integrio.wgl-demo.net/home-4/)
16:16:36	3422/3422	---M--	200	added ('OK')	image/png	date:Mon,%2006%20May%202019%2008:08:52%20GMT	https://integrio.wgl-demo.net/wp-content/uploads/2019/05/logo_03.png	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/uploads/2019/05/logo_03.png	(from https://integrio.wgl-demo.net/home-4/)
16:16:36	297/297	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Apr%202024%2010:46:36%20GMT	http://integrio.wgl-demo.net/wp-content/plugins/revslider/public/assets/assets/dummy.png	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/plugins/revslider/public/assets/assets/dummy.png	(from https://integrio.wgl-demo.net/home-4/)
16:16:37	68/68	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jan%202024%2015:57:52%20GMT	https://integrio.wgl-demo.net/wp-content/plugins/revslider/public/assets/assets/dummy.png	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/plugins/revslider/public/assets/assets/dummy.png	(from https://integrio.wgl-demo.net/home-4/)
16:16:38	4066/4066	---M--	200	added ('OK')	image/png	date:Wed,%2022%20May%202019%2007:10:39%20GMT	https://integrio.wgl-demo.net/wp-content/uploads/2019/05/integrio_home_4_layers_1_2.png	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/uploads/2019/05/integrio_home_4_layers_1_2.png	(from https://integrio.wgl-demo.net/home-4/)
16:16:38	4543/4543	---M--	200	added ('OK')	image/png	date:Wed,%2022%20May%202019%2007:10:40%20GMT	https://integrio.wgl-demo.net/wp-content/uploads/2019/05/integrio_home_4_layers_1_3.png	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/uploads/2019/05/integrio_home_4_layers_1_3.png	(from https://integrio.wgl-demo.net/home-4/)
16:16:39	4879/4879	---M--	200	added ('OK')	image/png	date:Wed,%2022%20May%202019%2007:10:41%20GMT	https://integrio.wgl-demo.net/wp-content/uploads/2019/05/integrio_home_4_layers_1_4.png	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/uploads/2019/05/integrio_home_4_layers_1_4.png	(from https://integrio.wgl-demo.net/home-4/)
16:16:40	59131/59131	---M--	200	added ('OK')	image/png	date:Wed,%2022%20May%202019%2007:10:37%20GMT	https://integrio.wgl-demo.net/wp-content/uploads/2019/05/integrio_home_4_layers_1_1.png	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/uploads/2019/05/integrio_home_4_layers_1_1.png	(from https://integrio.wgl-demo.net/home-4/)
16:16:40	18907/18907	---M--	200	added ('OK')	image/png	date:Wed,%2022%20May%202019%2007:10:42%20GMT	https://integrio.wgl-demo.net/wp-content/uploads/2019/05/integrio_home_4_layers_2_1.png	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/uploads/2019/05/integrio_home_4_layers_2_1.png	(from https://integrio.wgl-demo.net/home-4/)
16:16:41	15335/15335	---M--	200	added ('OK')	image/png	date:Wed,%2022%20May%202019%2007:10:44%20GMT	https://integrio.wgl-demo.net/wp-content/uploads/2019/05/integrio_home_4_layers_2_2.png	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/uploads/2019/05/integrio_home_4_layers_2_2.png	(from https://integrio.wgl-demo.net/home-4/)
16:16:41	2061/2061	---M--	200	added ('OK')	image/png	date:Wed,%2022%20May%202019%2007:10:45%20GMT	https://integrio.wgl-demo.net/wp-content/uploads/2019/05/integrio_home_4_layers_2_3.png	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/uploads/2019/05/integrio_home_4_layers_2_3.png	(from https://integrio.wgl-demo.net/home-4/)
16:16:42	27400/27400	---M--	200	added ('OK')	image/jpeg	date:Sat,%2004%20May%202019%2008:03:33%20GMT	https://integrio.wgl-demo.net/wp-content/uploads/2019/05/integrio_services_layers_1.jpg	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/uploads/2019/05/integrio_services_layers_1.jpg	(from https://integrio.wgl-demo.net/home-4/)
16:16:42	18142/18142	---M--	200	added ('OK')	image/jpeg	date:Sat,%2004%20May%202019%2008:03:33%20GMT	https://integrio.wgl-demo.net/wp-content/uploads/2019/05/integrio_services_layers_2.jpg	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/uploads/2019/05/integrio_services_layers_2.jpg	(from https://integrio.wgl-demo.net/home-4/)
16:16:44	37284/37284	---M--	200	added ('OK')	image/jpeg	date:Sat,%2004%20May%202019%2008:03:34%20GMT	https://integrio.wgl-demo.net/wp-content/uploads/2019/05/integrio_services_layers_3.jpg	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/uploads/2019/05/integrio_services_layers_3.jpg	(from https://integrio.wgl-demo.net/home-4/)
16:16:45	33433/33433	---M--	200	added ('OK')	image/jpeg	date:Sat,%2004%20May%202019%2008:03:36%20GMT	https://integrio.wgl-demo.net/wp-content/uploads/2019/05/integrio_services_layers_5.jpg	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/uploads/2019/05/integrio_services_layers_5.jpg	(from https://integrio.wgl-demo.net/home-4/)
16:16:45	31746/31746	---M--	200	added ('OK')	image/jpeg	date:Sat,%2004%20May%202019%2008:03:35%20GMT	https://integrio.wgl-demo.net/wp-content/uploads/2019/05/integrio_services_layers_4.jpg	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/uploads/2019/05/integrio_services_layers_4.jpg	(from https://integrio.wgl-demo.net/home-4/)
16:16:45	27793/27793	---M--	200	added ('OK')	image/jpeg	date:Sat,%2004%20May%202019%2008:03:36%20GMT	https://integrio.wgl-demo.net/wp-content/uploads/2019/05/integrio_services_layers_6.jpg	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/uploads/2019/05/integrio_services_layers_6.jpg	(from https://integrio.wgl-demo.net/home-4/)
16:16:46	86132/86132	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20May%202019%2015:05:05%20GMT	https://integrio.wgl-demo.net/wp-content/uploads/2019/05/portfolio_01-740x740.jpg	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/uploads/2019/05/portfolio_01-740x740.jpg	(from https://integrio.wgl-demo.net/home-4/)
16:16:48	48079/48079	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20May%202019%2010:38:26%20GMT	https://integrio.wgl-demo.net/wp-content/uploads/2019/05/portfolio_02-740x740.jpg	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/uploads/2019/05/portfolio_02-740x740.jpg	(from https://integrio.wgl-demo.net/home-4/)
16:16:50	72454/72454	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20May%202019%2010:55:19%20GMT	https://integrio.wgl-demo.net/wp-content/uploads/2019/05/portfolio_03-740x740.jpg	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/uploads/2019/05/portfolio_03-740x740.jpg	(from https://integrio.wgl-demo.net/home-4/)
16:16:50	4623/4623	---M--	200	added ('OK')	image/png	date:Fri,%2003%20May%202019%2008:50:49%20GMT	https://integrio.wgl-demo.net/wp-content/uploads/2019/05/partners_1.png	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/uploads/2019/05/partners_1.png	(from https://integrio.wgl-demo.net/home-4/)
16:16:50	94773/94773	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20May%202019%2013:04:29%20GMT	https://integrio.wgl-demo.net/wp-content/uploads/2019/05/portfolio_02.jpg	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/uploads/2019/05/portfolio_02.jpg	(from https://integrio.wgl-demo.net/home-4/)
16:16:50	121403/121403	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20May%202019%2013:04:30%20GMT	https://integrio.wgl-demo.net/wp-content/uploads/2019/05/portfolio_03.jpg	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/uploads/2019/05/portfolio_03.jpg	(from https://integrio.wgl-demo.net/home-4/)
16:16:50	2623/2623	---M--	200	added ('OK')	image/png	date:Fri,%2003%20May%202019%2008:50:50%20GMT	https://integrio.wgl-demo.net/wp-content/uploads/2019/05/partners_2.png	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/uploads/2019/05/partners_2.png	(from https://integrio.wgl-demo.net/home-4/)
16:16:50	152258/152258	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20May%202019%2013:04:27%20GMT	https://integrio.wgl-demo.net/wp-content/uploads/2019/05/portfolio_01.jpg	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/uploads/2019/05/portfolio_01.jpg	(from https://integrio.wgl-demo.net/home-4/)
16:16:51	6001/6001	---M--	200	added ('OK')	image/png	date:Fri,%2003%20May%202019%2008:50:51%20GMT	https://integrio.wgl-demo.net/wp-content/uploads/2019/05/partners_3.png	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/uploads/2019/05/partners_3.png	(from https://integrio.wgl-demo.net/home-4/)
16:16:51	2290/2290	---M--	200	added ('OK')	image/png	date:Fri,%2003%20May%202019%2008:50:52%20GMT	https://integrio.wgl-demo.net/wp-content/uploads/2019/05/partners_4.png	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/uploads/2019/05/partners_4.png	(from https://integrio.wgl-demo.net/home-4/)
16:16:51	5504/5504	---M--	200	added ('OK')	image/png	date:Fri,%2003%20May%202019%2008:50:52%20GMT	https://integrio.wgl-demo.net/wp-content/uploads/2019/05/partners_5.png	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/uploads/2019/05/partners_5.png	(from https://integrio.wgl-demo.net/home-4/)
16:16:52	3213/3213	---M--	200	added ('OK')	image/png	date:Fri,%2003%20May%202019%2008:50:53%20GMT	https://integrio.wgl-demo.net/wp-content/uploads/2019/05/partners_6.png	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/uploads/2019/05/partners_6.png	(from https://integrio.wgl-demo.net/home-4/)
16:16:52	3600/3600	---M--	200	added ('OK')	image/png	date:Fri,%2003%20May%202019%2008:50:54%20GMT	https://integrio.wgl-demo.net/wp-content/uploads/2019/05/partners_7.png	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/uploads/2019/05/partners_7.png	(from https://integrio.wgl-demo.net/home-4/)
16:16:53	3600/3600	---M--	200	added ('OK')	image/png	date:Tue,%2021%20May%202019%2014:43:38%20GMT	https://integrio.wgl-demo.net/wp-content/uploads/2019/05/integrio_home_4_layers_4_3.png	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/uploads/2019/05/integrio_home_4_layers_4_3.png	(from https://integrio.wgl-demo.net/home-4/)
16:16:54	4287/4287	---M--	200	added ('OK')	image/png	date:Tue,%2021%20May%202019%2014:43:37%20GMT	https://integrio.wgl-demo.net/wp-content/uploads/2019/05/integrio_home_4_layers_4_2.png	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/uploads/2019/05/integrio_home_4_layers_4_2.png	(from https://integrio.wgl-demo.net/home-4/)
16:16:54	3862/3862	---M--	200	added ('OK')	image/png	date:Tue,%2021%20May%202019%2014:43:39%20GMT	https://integrio.wgl-demo.net/wp-content/uploads/2019/05/integrio_home_4_layers_4_4.png	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/uploads/2019/05/integrio_home_4_layers_4_4.png	(from https://integrio.wgl-demo.net/home-4/)
16:16:54	54470/54470	---M--	200	added ('OK')	image/png	date:Tue,%2021%20May%202019%2014:43:36%20GMT	https://integrio.wgl-demo.net/wp-content/uploads/2019/05/integrio_home_4_layers_4_1.png	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/uploads/2019/05/integrio_home_4_layers_4_1.png	(from https://integrio.wgl-demo.net/home-4/)
16:16:55	3708/3708	---M--	200	added ('OK')	image/png	date:Tue,%2021%20May%202019%2015:26:41%20GMT	https://integrio.wgl-demo.net/wp-content/uploads/2019/05/integrio_home_4_layers_3_1.png	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/uploads/2019/05/integrio_home_4_layers_3_1.png	(from https://integrio.wgl-demo.net/home-4/)
16:16:55	12403/12403	---M--	200	added ('OK')	image/png	date:Tue,%2021%20May%202019%2015:26:42%20GMT	https://integrio.wgl-demo.net/wp-content/uploads/2019/05/integrio_home_4_layers_3_2.png	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/uploads/2019/05/integrio_home_4_layers_3_2.png	(from https://integrio.wgl-demo.net/home-4/)
16:16:55	2563/2563	---M--	200	added ('OK')	image/png	date:Tue,%2021%20May%202019%2015:26:43%20GMT	https://integrio.wgl-demo.net/wp-content/uploads/2019/05/integrio_home_4_layers_3_3.png	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/uploads/2019/05/integrio_home_4_layers_3_3.png	(from https://integrio.wgl-demo.net/home-4/)
16:16:56	285/285	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Apr%202024%2010:46:55%20GMT	http://integrio.wgl-demo.net/wp-content/uploads/2019/05/logo_01-2-300x38.png	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/uploads/2019/05/logo_01-2-300x38.42.delayed	(from https://integrio.wgl-demo.net/home-4/)
16:16:56	4931/4931	---M--	200	added ('OK')	image/png	date:Fri,%2003%20May%202019%2013:46:38%20GMT	https://integrio.wgl-demo.net/wp-content/uploads/2019/05/logo_01-2-300x38.png	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/uploads/2019/05/logo_01-2-300x38.png	(from https://integrio.wgl-demo.net/home-4/)
16:16:57	9985/9985	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20May%202019%2013:05:38%20GMT	https://integrio.wgl-demo.net/wp-content/uploads/2019/05/blog_01-180x180.jpg	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/uploads/2019/05/blog_01-180x180.jpg	(from https://integrio.wgl-demo.net/home-4/)
16:16:58	9379/9379	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20May%202019%2008:49:22%20GMT	https://integrio.wgl-demo.net/wp-content/uploads/2019/05/blog_02-180x180.jpg	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/uploads/2019/05/blog_02-180x180.jpg	(from https://integrio.wgl-demo.net/home-4/)
16:16:58	287/287	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Apr%202024%2010:46:57%20GMT	http://integrio.wgl-demo.net/wp-content/cache/wpfc-minified/2dd1awy1/bq0pf.css	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/cache/wpfc-minified/2dd1awy1/bq0pf.css	(from https://integrio.wgl-demo.net/home-4/)
16:17:00	8171/8171	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:52:14%20GMT	https://integrio.wgl-demo.net/wp-includes/js/dist/vendor/wp-polyfill-inert.min.js?ver=3.1.2	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-includes/js/dist/vendor/wp-polyfill-inert.min0226.js	(from https://integrio.wgl-demo.net/home-4/)
16:17:02	6625/6625	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:52:14%20GMT	https://integrio.wgl-demo.net/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.14.0	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-includes/js/dist/vendor/regenerator-runtime.min6c85.js	(from https://integrio.wgl-demo.net/home-4/)
